88,"(27.204685, 17.49771)","(189, 26, 197)",-99.59595643687412
89,"(27.204685, 17.49771)","(206, 35, 29)",-115.60888215671753
90,"(27.204685, 17.49771)","(56, 54, 235)",-128.29656853369355
91,"(27.204685, 17.49771)","(177, 21, 181)",-81.22726270247058
92,"(27.20469, 17.49771)","(218, 205, 41)",98.27139868797445
93,"(27.20469, 17.49771)","(38, 90, 211)",113.272904064082
94,"(27.20469, 17.49771)","(164, 25, 173)",83.45370921670596
95,"(27.20469, 17.49771)","(29, 83, 204)",166.92441890091013
96,"(27.20469, 17.49771)","(234, 222, 69)",15.592810939266347
97,"(27.20469, 17.49771)","(239, 66, 242)",178.45184230102205
98,"(27.20469, 17.49771)","(211, 201, 33)",-60.68999292908387
99,"(27.20469, 17.49771)","(255, 255, 255)",-35.952428000099296
100,"(27.20469, 17.49771)","(212, 207, 39)",-129.94275146744087
101,"(27.20469, 17.49771)","(255, 84, 255)",-101.80243420778355
102,"(27.20469, 17.49771)","(223, 211, 43)",-113.03943597990353
103,"(27.20469, 17.49771)","(255, 82, 82)",-133.1304751129616
104,"(27.20469, 17.49771)","(208, 199, 28)",-41.11209043916693
105,"(27.20469, 17.49771)","(255, 255, 255)",-59.20255876136368
106,"(27.20469, 17.49771)","(255, 255, 255)",-101.54926182355936
107,"(27.20469, 17.49771)","(221, 46, 38)",-119.87220504182962
108,"(27.20469, 17.49771)","(82, 79, 255)",-133.41898922003935
109,"(27.20469, 17.49771)","(255, 255, 255)",-79.96842226763883
110,"(27.20469, 17.49771)","(32, 31, 209)",-109.06079639828643
111,"(27.20469, 17.49771)","(206, 199, 30)",-66.93538222623904
112,"(27.20469, 17.49771)","(189, 190, 17)",-82.16447489351145
113,"(27.20469, 17.49771)","(212, 202, 34)",-115.51707453107151
114,"(27.20469, 17.49771)","(211, 201, 34)",-100.46740821327981
115,"(27.204695, 17.49771)","(218, 205, 41)",96.86750896132291
116,"(27.204695, 17.49771)","(69, 120, 244)",108.87454975820333
117,"(27.204695, 17.49771)","(163, 16, 195)",84.78311096816553
118,"(27.204695, 17.49771)","(0, 0, 255)",53.91492695714787
119,"(27.204695, 17.49771)","(29, 83, 204)",151.8316687582415
120,"(27.204695, 17.49771)","(254, 79, 255)",146.4889812021592
121,"(27.204695, 17.49771)","(211, 201, 33)",-17.354024636261325
122,"(27.204695, 17.49771)","(255, 255, 255)",-11.188799928251802
123,"(27.204695, 17.49771)","(214, 209, 41)",-143.57771652501654
124,"(27.204695, 17.49771)","(220, 42, 219)",-107.24145939893998
125,"(27.204695, 17.49771)","(255, 255, 255)",-120.42578380196127
126,"(27.204695, 17.49771)","(255, 83, 83)",-142.2957567786092
127,"(27.204695, 17.49771)","(255, 255, 255)",-33.388513576111514
128,"(27.204695, 17.49771)","(205, 200, 26)",-52.20137673840454
129,"(27.204695, 17.49771)","(255, 255, 255)",-104.47981483436062
130,"(27.204695, 17.49771)","(226, 51, 43)",-125.67640822186199
131,"(27.204695, 17.49771)","(61, 58, 234)",-139.5846628757317
132,"(27.204695, 17.49771)","(255, 255, 255)",-77.92233083763577
133,"(27.204695, 17.49771)","(32, 31, 209)",-112.34595582782954
134,"(27.204695, 17.49771)","(206, 199, 30)",-63.34787323720488
135,"(27.204695, 17.49771)","(189, 190, 17)",-81.06940989958102
136,"(27.204695, 17.49771)","(206, 200, 35)",-119.17479285194334
137,"(27.204695, 17.49771)","(212, 202, 35)",-102.13481471172044
138,"(27.204695, 17.49771)","(255, 255, 255)",-65.0321359293344
139,"(27.204695, 17.49771)","(255, 255, 255)",-76.17393819937125
140,"(27.2047, 17.49771)","(206, 201, 33)",95.86960044301472
141,"(27.2047, 17.49771)","(64, 114, 242)",105.8915211828908
142,"(27.2047, 17.49771)","(166, 11, 200)",85.68010584634938
143,"(27.2047, 17.49771)","(29, 77, 202)",140.0131137550358
144,"(27.2047, 17.49771)","(239, 227, 60)",68.10632685827157
145,"(27.2047, 17.49771)","(255, 104, 255)",127.6262336386698
146,"(27.2047, 17.49771)","(0, 0, 255)",49.899092453787766
147,"(27.2047, 17.49771)","(40, 37, 213)",17.676108698653465
148,"(27.2047, 17.49771)","(208, 203, 35)",-164.2752542772526
149,"(27.2047, 17.49771)","(199, 27, 206)",-124.69515353123398
150,"(27.2047, 17.49771)","(255, 255, 255)",-133.12825503471126
151,"(27.2047, 17.49771)","(255, 106, 102)",-154.1422681914663
152,"(27.2047, 17.49771)","(203, 198, 24)",-23.914361493656166
153,"(27.2047, 17.49771)","(255, 255, 255)",-41.75088843927931
154,"(27.2047, 17.49771)","(255, 255, 255)",-109.19546760005288
155,"(27.2047, 17.49771)","(234, 59, 56)",-133.60281897270363
156,"(27.2047, 17.49771)","(82, 83, 255)",-147.30272632524273
157,"(27.2047, 17.49771)","(255, 255, 255)",-74.9315118405078
158,"(27.2047, 17.49771)","(33, 33, 208)",-116.8994585443212
159,"(27.2047, 17.49771)","(207, 197, 29)",-58.45201035713517
160,"(27.2047, 17.49771)","(199, 193, 28)",-79.26110289909457
161,"(27.2047, 17.49771)","(205, 202, 34)",-123.91453564107988
162,"(27.2047, 17.49771)","(209, 199, 31)",-104.420773127511
163,"(27.2047, 17.49771)","(255, 255, 255)",-61.374837799198886
164,"(27.2047, 17.49771)","(204, 199, 30)",-73.8607573488068
165,"(27.2047, 17.49771)","(209, 196, 32)",-84.00049267960564
166,"(27.2047, 17.49771)","(204, 33, 27)",-117.04193725912751
167,"(27.204705, 17.49771)","(67, 117, 245)",103.70696100407982
168,"(27.204705, 17.49771)","(236, 224, 56)",74.3991621933845
169,"(27.204705, 17.49771)","(27, 78, 202)",131.2088343126348
170,"(27.204705, 17.49771)","(255, 92, 255)",117.36077472981725
171,"(27.204705, 17.49771)","(255, 255, 255)",69.37012005387383
172,"(27.204705, 17.49771)","(0, 0, 255)",40.23635830927382
173,"(27.204705, 17.49771)","(213, 208, 40)",170.0872485532762
174,"(27.204705, 17.49771)","(201, 30, 205)",163.49563861824498
175,"(27.204705, 17.49771)","(216, 208, 35)",-157.27026792005532
176,"(27.204705, 17.49771)","(255, 118, 114)",-168.89300332262772
177,"(27.204705, 17.49771)","(205, 196, 25)",-12.994616791916505
178,"(27.204705, 17.49771)","(255, 255, 255)",-26.754145472421747
179,"(27.204705, 17.49771)","(255, 255, 255)",-118.37924308610795
180,"(27.204705, 17.49771)","(229, 54, 51)",-144.54038180484264
181,"(27.204705, 17.49771)","(119, 115, 255)",-156.62047604722338
182,"(27.204705, 17.49771)","(182, 18, 186)",-69.91396703879367
183,"(27.204705, 17.49771)","(34, 34, 209)",-123.35402575151677
184,"(27.204705, 17.49771)","(255, 255, 255)",-51.6764800604021
185,"(27.204705, 17.49771)","(199, 193, 28)",-76.55138494831348
186,"(27.204705, 17.49771)","(209, 202, 34)",-130.04455105994776
187,"(27.204705, 17.49771)","(209, 199, 31)",-107.65012421993012
188,"(27.204705, 17.49771)","(255, 255, 255)",-56.60345336687656
189,"(27.204705, 17.49771)","(204, 199, 30)",-70.73254229906264
190,"(27.204705, 17.49771)","(209, 196, 32)",-82.92801073407301
191,"(27.204705, 17.49771)","(210, 41, 35)",-120.7872813832207
192,"(27.204705, 17.49771)","(196, 28, 202)",-110.32313682966296
193,"(27.204705, 17.49771)","(203, 32, 26)",-99.49278248134577
194,"(27.204705, 17.49771)","(255, 255, 255)",-74.71576759034573
195,"(27.20471, 17.49771)","(236, 226, 58)",77.92471141680646
196,"(27.20471, 17.49771)","(27, 78, 204)",124.68185058754149
197,"(27.20471, 17.49771)","(253, 77, 255)",111.2796044276954
198,"(27.20471, 17.49771)","(212, 206, 34)",76.47168453362731
199,"(27.20471, 17.49771)","(0, 0, 255)",53.726135776298726
200,"(27.20471, 17.49771)","(207, 200, 31)",147.34919770340446
201,"(27.20471, 17.49771)","(205, 34, 209)",115.74070835623284
202,"(27.20471, 17.49771)","(215, 207, 34)",167.79953127261922
203,"(27.20471, 17.49771)","(232, 62, 58)",174.39383404853342
204,"(27.20471, 17.49771)","(207, 198, 27)",-0.7777229942636191
205,"(27.20471, 17.49771)","(205, 201, 29)",-6.132222497679305
206,"(27.20471, 17.49771)","(188, 21, 199)",-139.6000956662633
207,"(27.20471, 17.49771)","(89, 85, 255)",-167.20654854000443
208,"(27.20471, 17.49771)","(255, 255, 255)",-159.8515858597122
209,"(27.20471, 17.49771)","(182, 18, 186)",-60.32691788792218
210,"(27.20471, 17.49771)","(34, 33, 211)",-133.135214740661
211,"(27.20471, 17.49771)","(255, 255, 255)",-42.27368900609373
212,"(27.20471, 17.49771)","(197, 194, 26)",-72.19464978548825
213,"(27.20471, 17.49771)","(203, 196, 28)",-138.45661917204202
214,"(27.20471, 17.49771)","(209, 199, 31)",-112.78240573048168
215,"(27.20471, 17.49771)","(208, 201, 32)",-50.068018126605175
216,"(27.20471, 17.49771)","(255, 255, 255)",-66.06738369190849
217,"(27.20471, 17.49771)","(209, 196, 32)",-81.39213762629389
218,"(27.20471, 17.49771)","(206, 37, 31)",-125.58300672200544
219,"(27.20471, 17.49771)","(196, 28, 202)",-113.83426290104337
220,"(27.20471, 17.49771)","(204, 33, 27)",-101.22416041307308
221,"(27.20471, 17.49771)","(255, 255, 255)",-72.29180855561974
222,"(27.204715, 17.49771)","(226, 217, 46)",80.20218259214874
223,"(27.204715, 17.49771)","(30, 78, 203)",119.76764481561462
224,"(27.204715, 17.49771)","(255, 84, 255)",107.34025823106897
225,"(27.204715, 17.49771)","(255, 255, 255)",79.61114218453038
226,"(27.204715, 17.49771)","(0, 0, 255)",61.979710844586116
227,"(27.204715, 17.49771)","(218, 203, 36)",132.3493103165782
228,"(27.204715, 17.49771)","(203, 29, 213)",104.68878677331838
229,"(27.204715, 17.49771)","(250, 83, 78)",158.86833001330737
230,"(27.204715, 17.49771)","(226, 219, 50)",139.1446237411043
231,"(27.204715, 17.49771)","(206, 200, 28)",11.309932474020213
232,"(27.204715, 17.49771)","(208, 197, 33)",15.694924143420018
233,"(27.204715, 17.49771)","(192, 20, 206)",170.34010692155766
234,"(27.204715, 17.49771)","(255, 255, 255)",-178.36342295838327
235,"(27.204715, 17.49771)","(100, 98, 255)",-178.99930212214116
236,"(27.204715, 17.49771)","(255, 255, 255)",-38.51692630710276
237,"(27.204715, 17.49771)","(28, 28, 203)",-148.79380861217655
238,"(27.204715, 17.49771)","(255, 255, 255)",-28.61045966596522
239,"(27.204715, 17.49771)","(203, 200, 20)",-63.1780187984185
240,"(27.204715, 17.49771)","(198, 193, 25)",-149.63024063551782
241,"(27.204715, 17.49771)","(207, 200, 31)",-121.70142966950573
242,"(27.204715, 17.49771)","(205, 200, 31)",-41.32176127800662
243,"(27.204715, 17.49771)","(208, 198, 30)",-58.9077778098547
244,"(27.204715, 17.49771)","(214, 202, 35)",-79.07719528013075
245,"(27.204715, 17.49771)","(210, 38, 34)",-131.83770224786062
246,"(27.204715, 17.49771)","(206, 28, 212)",-118.69028654501834
247,"(27.204715, 17.49771)","(202, 33, 27)",-103.650419134757
248,"(27.204715, 17.49771)","(255, 255, 255)",-69.07549825507883
249,"(27.204715, 17.49771)","(143, 41, 0)",-116.09542415738835
250,"(27.204715, 17.49771)","(202, 27, 208)",-122.79679678211811
251,"(27.20472, 17.49771)","(230, 221, 50)",81.73444688278244
252,"(27.20472, 17.49771)","(225, 49, 228)",104.55538377053094
253,"(27.20472, 17.49771)","(255, 255, 255)",82.01067323360311
254,"(27.20472, 17.49771)","(43, 39, 218)",67.43588830667478
255,"(27.20472, 17.49771)","(215, 200, 33)",122.6091433393191
256,"(27.20472, 17.49771)","(230, 56, 240)",100.57352341856092
257,"(27.20472, 17.49771)","(212, 206, 34)",123.69006752597979
258,"(27.20472, 17.49771)","(224, 57, 52)",145.74585722957784
259,"(27.20472, 17.49771)","(205, 199, 27)",22.601453708470693
260,"(27.20472, 17.49771)","(0, 0, 255)",34.12494175200589
261,"(27.20472, 17.49771)","(194, 24, 196)",130.51539399045538
262,"(27.20472, 17.49771)","(255, 255, 255)",162.5528115767178
263,"(27.20472, 17.49771)","(66, 64, 238)",169.12375311686895
264,"(27.20472, 17.49771)","(255, 255, 255)",10.40771131249006
265,"(27.20472, 17.49771)","(28, 28, 203)",-171.79278358808185
266,"(27.20472, 17.49771)","(209, 202, 34)",-10.724448537471181
267,"(27.20472, 17.49771)","(202, 199, 19)",-43.02506598911803
268,"(27.20472, 17.49771)","(232, 227, 59)",-164.43848967467153
269,"(27.20472, 17.49771)","(208, 198, 30)",-138.8785245028477
270,"(27.20472, 17.49771)","(255, 255, 255)",-29.412494716752665
271,"(27.20472, 17.49771)","(208, 198, 30)",-46.7569883099082
272,"(27.20472, 17.49771)","(214, 202, 35)",-75.52970589993413
273,"(27.20472, 17.49771)","(208, 36, 32)",-140.0956999195586
274,"(27.20472, 17.49771)","(204, 26, 210)",-125.53767779197439
275,"(27.20472, 17.49771)","(203, 34, 28)",-107.47477425625567
276,"(27.20472, 17.49771)","(255, 255, 255)",-64.40803197569736
277,"(27.20472, 17.49771)","(146, 62, 0)",-120.34324888423957
278,"(27.20472, 17.49771)","(202, 27, 208)",-127.03266930883716
279,"(27.20472, 17.49771)","(197, 191, 26)",-98.05441444638177
280,"(27.20472, 17.49771)","(192, 185, 17)",-105.69881934234756
281,"(27.204725, 17.49771)","(209, 31, 215)",102.5653483799073
282,"(27.204725, 17.49771)","(207, 198, 36)",83.36270476079979
283,"(27.204725, 17.49771)","(44, 40, 219)",71.11391263029071
284,"(27.204725, 17.49771)","(217, 210, 41)",116.34425928535443
285,"(27.204725, 17.49771)","(205, 29, 208)",97.76516601842535
286,"(27.204725, 17.49771)","(208, 201, 32)",114.95768325510636
287,"(27.204725, 17.49771)","(207, 31, 31)",135.7117122060357
288,"(27.204725, 17.49771)","(0, 0, 255)",32.28544181439888
289,"(27.204725, 17.49771)","(0, 0, 255)",46.832839505942054
290,"(27.204725, 17.49771)","(0, 0, 255)",114.52772048025808
291,"(27.204725, 17.49771)","(255, 255, 255)",146.97613244420336
292,"(27.204725, 17.49771)","(108, 107, 255)",158.32812106806037
293,"(27.204725, 17.49771)","(0, 0, 255)",48.239700296102136
294,"(27.204725, 17.49771)","(30, 31, 204)",162.395366663336
295,"(27.204725, 17.49771)","(208, 198, 30)",9.462322208025617
296,"(27.204725, 17.49771)","(194, 196, 26)",7.594643368591445
297,"(27.204725, 17.49771)","(234, 223, 59)",178.9122361596159
298,"(27.204725, 17.49771)","(209, 200, 29)",-173.6598082540901
299,"(27.204725, 17.49771)","(255, 255, 255)",-13.582963529836713
300,"(27.204725, 17.49771)","(255, 255, 255)",-24.498574191433754
301,"(27.204725, 17.49771)","(210, 197, 33)",-67.16634582208245
302,"(27.204725, 17.49771)","(249, 76, 68)",-150.94539590092288
303,"(27.204725, 17.49771)","(200, 29, 204)",-136.06091169026422
304,"(27.204725, 17.49771)","(208, 36, 32)",-113.91624541761936
305,"(27.204725, 17.49771)","(255, 255, 255)",-57.528807709151515
306,"(27.204725, 17.49771)","(180, 106, 22)",-125.8376529542783
307,"(27.204725, 17.49771)","(202, 27, 208)",-132.16333989887454
308,"(27.204725, 17.49771)","(199, 197, 25)",-99.42803389403807
309,"(27.204725, 17.49771)","(255, 255, 255)",-108.07981424169392
310,"(27.20473, 17.49771)","(207, 198, 36)",84.32464411483086
311,"(27.20473, 17.49771)","(40, 30, 214)",73.8379404193806
312,"(27.20473, 17.49771)","(205, 200, 31)",111.99484487402295
313,"(27.20473, 17.49771)","(212, 37, 213)",96.51980175165698
314,"(27.20473, 17.49771)","(209, 203, 31)",109.75947073521321
315,"(27.20473, 17.49771)","(210, 36, 31)",128.35323447618563
316,"(27.20473, 17.49771)","(0, 0, 255)",40.21300087904998
317,"(27.20473, 17.49771)","(0, 0, 255)",55.49147701233159
318,"(27.20473, 17.49771)","(195, 22, 197)",107.28918598474691
319,"(27.20473, 17.49771)","(255, 255, 255)",135.20536033749488
320,"(27.20473, 17.49771)","(57, 54, 237)",148.74279773915708
321,"(27.20473, 17.49771)","(255, 255, 255)",64.10635300577198
322,"(27.20473, 17.49771)","(33, 32, 210)",142.08689541007368
323,"(27.20473, 17.49771)","(0, 0, 255)",27.597295868643723
324,"(27.20473, 17.49771)","(0, 0, 255)",49.666858371439
325,"(27.20473, 17.49771)","(236, 225, 61)",162.11070877049372
326,"(27.20473, 17.49771)","(209, 200, 29)",146.94417718844633
327,"(27.20473, 17.49771)","(255, 255, 255)",4.222230206142689
328,"(27.20473, 17.49771)","(255, 255, 255)",7.926926682689598
329,"(27.20473, 17.49771)","(255, 255, 255)",-40.3141001604973
330,"(27.20473, 17.49771)","(226, 53, 45)",-164.32047587758078
331,"(27.20473, 17.49771)","(209, 38, 214)",-152.19854122006586
332,"(27.20473, 17.49771)","(198, 26, 22)",-127.27817419986903
333,"(27.20473, 17.49771)","(198, 29, 207)",-46.53160779201101
334,"(27.20473, 17.49771)","(173, 60, 29)",-133.4413157937892
335,"(27.20473, 17.49771)","(202, 27, 208)",-138.75645254780406
336,"(27.20473, 17.49771)","(255, 255, 255)",-101.4087182028818
337,"(27.20473, 17.49771)","(255, 255, 255)",-111.35283959470837
338,"(27.20473, 17.49771)","(204, 29, 205)",-120.00891527820133
339,"(27.20473, 17.49771)","(23, 22, 200)",-127.7357629013174
340,"(27.204735, 17.49771)","(208, 201, 33)",108.94397986778094
341,"(27.204735, 17.49771)","(205, 32, 208)",95.45878774932777
342,"(27.204735, 17.49771)","(203, 200, 31)",106.3036764598436
343,"(27.204735, 17.49771)","(212, 38, 33)",122.7924190855265
344,"(27.204735, 17.49771)","(0, 0, 255)",46.636577041616725
345,"(27.204735, 17.49771)","(0, 0, 255)",61.62303281377221
346,"(27.204735, 17.49771)","(189, 26, 197)",103.35337020724101
347,"(27.204735, 17.49771)","(255, 255, 255)",126.62399452257333
348,"(27.204735, 17.49771)","(33, 30, 213)",140.76513455797237
349,"(27.204735, 17.49771)","(173, 23, 189)",72.02158159117704
350,"(27.204735, 17.49771)","(27, 26, 204)",129.0938588862295
351,"(27.204735, 17.49771)","(0, 0, 255)",41.55261314813481
352,"(27.204735, 17.49771)","(197, 192, 24)",65.9848978358822
353,"(27.204735, 17.49771)","(229, 224, 55)",147.92947096494368
354,"(27.204735, 17.49771)","(208, 199, 28)",125.2933475906603
355,"(27.204735, 17.49771)","(255, 255, 255)",21.269059839228525
356,"(27.204735, 17.49771)","(0, 0, 255)",36.75367918553147
357,"(27.204735, 17.49771)","(0, 0, 255)",29.931511840507792
358,"(27.204735, 17.49771)","(242, 68, 63)",180.0
359,"(27.204735, 17.49771)","(206, 39, 210)",-174.80557109226518
360,"(27.204735, 17.49771)","(211, 36, 28)",-159.56717132060132
361,"(27.204735, 17.49771)","(200, 27, 203)",-27.810415443846342
362,"(27.204735, 17.49771)","(136, 58, 12)",-144.23555909316593
363,"(27.204735, 17.49771)","(205, 29, 208)",-147.12838793570882
364,"(27.204735, 17.49771)","(208, 198, 31)",-104.34222603039358
365,"(27.204735, 17.49771)","(255, 255, 255)",-115.621995944607
366,"(27.204735, 17.49771)","(201, 28, 204)",-124.61328576564028
367,"(27.204735, 17.49771)","(23, 21, 202)",-132.41275615900486
368,"(27.20474, 17.49771)","(202, 199, 30)",103.81208271995492
369,"(27.20474, 17.49771)","(200, 26, 21)",118.43679614236676
370,"(27.20474, 17.49771)","(0, 0, 255)",51.94196336305833
371,"(27.20474, 17.49771)","(208, 201, 32)",65.93950260320209
372,"(27.20474, 17.49771)","(189, 25, 200)",100.81640233535308
373,"(27.20474, 17.49771)","(30, 27, 210)",134.25914759061067
374,"(27.20474, 17.49771)","(255, 255, 255)",120.89168640717415
375,"(27.20474, 17.49771)","(255, 255, 255)",76.16717264610226
376,"(27.20474, 17.49771)","(0, 0, 255)",120.72241095228681
377,"(27.20474, 17.49771)","(0, 0, 255)",51.170175095029606
378,"(27.20474, 17.49771)","(198, 191, 23)",73.08789316820904
379,"(27.20474, 17.49771)","(233, 228, 59)",137.26050191114126
380,"(27.20474, 17.49771)","(205, 196, 25)",114.85523713293648
381,"(27.20474, 17.49771)","(0, 0, 255)",35.24757505834622
382,"(27.20474, 17.49771)","(0, 0, 255)",53.30346273136305
383,"(27.20474, 17.49771)","(0, 0, 255)",63.778033222445536
384,"(27.20474, 17.49771)","(255, 83, 78)",164.32047587758078
385,"(27.20474, 17.49771)","(203, 38, 209)",161.4089322732197
386,"(27.20474, 17.49771)","(215, 40, 32)",150.37625124882618
387,"(27.20474, 17.49771)","(202, 29, 205)",-0.6295986084102669
388,"(27.20474, 17.49771)","(154, 77, 16)",-158.96248897457818
389,"(27.20474, 17.49771)","(203, 27, 206)",-156.99740340664215
390,"(27.20474, 17.49771)","(255, 255, 255)",-109.36976203490137
391,"(27.20474, 17.49771)","(255, 255, 255)",-122.69607644594011
392,"(27.20474, 17.49771)","(202, 29, 205)",-130.3725701932793
393,"(27.20474, 17.49771)","(23, 24, 202)",-138.10410583683125
394,"(27.204745, 17.49771)","(0, 0, 255)",56.148989696441795
395,"(27.204745, 17.49771)","(209, 200, 29)",69.16802264701839
396,"(27.204745, 17.49771)","(189, 24, 195)",99.11315557507542
397,"(27.204745, 17.49771)","(219, 44, 41)",116.40227951408488
398,"(27.204745, 17.49771)","(31, 31, 212)",129.0785575701256
399,"(27.204745, 17.49771)","(255, 255, 255)",78.73486484250677
400,"(27.204745, 17.49771)","(34, 34, 209)",115.0028262602356
401,"(27.204745, 17.49771)","(0, 0, 255)",58.091893064346856
402,"(27.204745, 17.49771)","(200, 193, 31)",77.34744349944202
403,"(27.204745, 17.49771)","(243, 233, 60)",129.16050768848257
404,"(27.204745, 17.49771)","(212, 202, 34)",108.90075790568702
